,brand,store,sido,gungu,address,phone
153,nene,서울용산구숙대점,서울,용산구,서울 용산구 청파로 333,02-718-4479
154,nene,서울은평구불광점,서울,은평구,서울 은평구 불광로 197,02-355-1192
155,nene,경기고양시덕이점,경기,고양시,경기 고양시 일산서구 탄중로 101번길60,031-994-4479
156,nene,서울은평구녹번점,서울,은평구,서울 은평구 은평로 160,02-358-4482
157,nene,경기양주시고읍지구점,경기,양주시,경기 양주시 고읍로 35번길29-7,031-845-9282
158,nene,서울강북구번동점,서울,강북구,서울 강북구 한천로 981,02-987-4479
159,nene,서울마포구성산점,서울,마포구,서울 마포구 월드컵북로 27길19,"02-305-9993, 02"
160,nene,서울성동구한양점,서울,성동구,서울 성동구 마조로 59,02-2294-9282
161,nene,경기파주시금촌2동점,경기,파주시,경기 파주시 황골로 69,031-949-4355
162,nene,서울중랑구면목2점,서울,중랑구,서울 중랑구 망우로 30길34,02-434-5999
163,nene,경기동두천시송내지구점,경기,동두천시,경기 동두천시 동두천로 151,031-857-4144
164,nene,경기파주시봉일천점,경기,파주시,경기 파주시 조리읍 송비말길 15상가동106호,031-947-4192
165,nene,경기파주시운정3점,경기,파주시,경기 파주시 한빛로 9,031-948-4472
166,nene,서울노원구중계2동점,서울,노원구,서울 노원구 동일로 1279,02-978-4492
167,nene,경기광명시하안점,경기,광명시,경기 광명시 하안로 254,02-894-4482
168,nene,서울구로구구로1점,서울,구로구,서울 구로구 구로동로 35가길10,02-861-4492
169,nene,서울강서구등촌3동점,서울,강서구,서울 강서구 공항대로 41길65,02-3661-4492
170,nene,서울강서구까치산점,서울,강서구,서울 강서구 강서로 12길40,02-2601-4492
171,nene,서울강서구화곡남부시장점,서울,강서구,서울 강서구 곰달래로 53길50,02-2653-4492
172,nene,서울강서구화곡1동점,서울,강서구,서울 강서구 가로공원로 76길95,02-2699-4479
173,nene,서울강서구가양1점(B),서울,강서구,서울 강서구 양천로 443-32,02-3661-4482
174,nene,서울양천구화곡3동점,서울,양천구,서울 양천구 월정로 42길9,02-2692-4492
175,nene,서울영등포구여의도점,서울,영등포구,서울 영등포구 의사당대로 108,02-782-9244
176,nene,서울관악구신림2점,서울,관악구,서울 관악구 신림로 91,02-877-4482
177,nene,서울영등포구대림3점,서울,영등포구,서울 영등포구 도림로 53길34-1,02-848-0082
178,nene,서울서초구잠원점,서울,서초구,서울 서초구 나루터로 68,02-542-5582
179,nene,서울관악구인헌점,서울,관악구,서울 관악구 인헌길 85,02-883-9931
180,nene,서울서초구우면점,서울,서초구,서울 서초구 형촌길 15,02-573-2292
181,nene,서울양천구목4동점,서울,양천구,서울 양천구 목동중앙서로 48,02-2644-4492
182,nene,경기안양시호계2호점,경기,안양시,경기 안양시 동안구 전파로 88,031-478-8892
183,nene,서울금천구독산점,서울,금천구,서울 금천구 남부순환로 126길69,02-866-9592
184,nene,서울동작구사당이수점,서울,동작구,서울 동작구 사당로 27길64,02-532-9244
185,nene,서울관악구봉천현대점(B),서울,관악구,서울 관악구 봉천로 441,02-882-9277
186,nene,서울구로구구로테크노마트점,서울,구로구,서울 구로구 새말로 102,02-860-5700
187,nene,경기안양시관양비산점,경기,안양시,경기 안양시 동안구 평촌대로 382,031-386-4490
188,nene,경기과천시과천1점,경기,과천시,경기 과천시 별양로 85,02-503-7070
189,nene,서울강남구역삼1점,서울,강남구,서울 강남구 논현로 67길48,02-568-4479
190,nene,서울양천구양천구청점,서울,양천구,서울 양천구 목동남로 2길15,02-2655-1855
191,nene,서울양천구신정1동점,서울,양천구,서울 양천구 은행정로 16-1,02-2652-1212
192,nene,경기광명시광명KTX역점,경기,광명시,경기 광명시 덕안로 62번길20-10,02-898-9242
193,nene,서울관악구봉천점,서울,관악구,서울 관악구 은천로 9길14,02-888-5919
194,nene,경기안양시호계오전점,경기,안양시,경기 안양시 동안구 포도원로 27,031-429-4456
195,nene,서울동작구상도2호점(B),서울,동작구,서울 동작구 성대로  75,02-815-4492
196,nene,서울관악구신림점,서울,관악구,서울 관악구 문성로 215,02-889-4442
197,nene,서울강남구대치점,서울,강남구,서울 강남구 삼성로 417,02-555-4479
198,nene,서울영등포구문래점(B),서울,영등포구,서울 영등포구 도림로 106,02-2677-7989
199,nene,경기안양시안양1호점(B),경기,안양시,경기 안양시 만안구 안양로 257번길8,031-447-0982
200,nene,서울양천구신월3점,서울,양천구,서울 양천구 신월로 25,02-2690-1008
201,nene,서울동작구노량진점,서울,동작구,서울 동작구 만양로 8길50,02-826-9982
202,nene,서울관악구신림남부점,서울,관악구,서울 관악구 남부순환로 143길16,02-838-9288
203,nene,서울서초구반포2점,서울,서초구,서울 서초구 강남대로 85길21-8,02-548-7705
204,nene,경기안양시평촌2호점,경기,안양시,경기 안양시 동안구 관평로 138번길24,031-476-2073
205,nene,경기광명시철산역점,경기,광명시,경기 광명시 디지털로 5푸르지오하늘채아파트종합상가B1F144호,02-2612-9979
206,nene,서울구로구개봉점(B),서울,구로구,서울 구로구 개봉로 11길34,02-2687-9244
207,nene,서울영등포구영등포점,서울,영등포구,서울 영등포구 영신로 9길3-1,02-842-4492
208,nene,서울강서구등촌2동점,서울,강서구,서울 강서구 등촌로 51길9,02-2644-6969
209,nene,경기안양시관양지구점,경기,안양시,경기 안양시 동안구 관악대로 374번길19,031-422-4479
210,nene,경기안양시안양2호점,경기,안양시,경기 안양시 만안구 냉천로 22,031-443-9294
211,nene,서울구로구남구로점,서울,구로구,서울 구로구 도림로 12길24,02-865-9222
212,nene,서울양천구목5동점(B),서울,양천구,서울 양천구 목동서로 100,02-2646-4479
213,nene,경기안양시박달점,경기,안양시,경기 안양시 만안구 양화로 148번길15,031-445-9282
214,nene,서울강서구수명산파크점,서울,강서구,서울 강서구 강서로 31,02-2667-7792
215,nene,서울구로구온수역점(B),서울,구로구,서울 구로구 부일로 853,02-2682-0025
216,nene,서울강서구방화1점,서울,강서구,서울 강서구 양천로 24가길3,02-2662-4472
217,nene,서울금천구가산독산1동점,서울,금천구,서울 금천구 가산로 3길55,02-856-9244
218,nene,경기김포시양곡점,경기,김포시,경기 김포시 김포한강로 4로530,031-981-1322
219,nene,인천동구송현점,인천,동구,인천 동구 화도로 15,032-777-9292
220,nene,인천부평구부개점,인천,부평구,인천 부평구 길주남로 101번길4-19,032-513-0033
221,nene,경기시흥시월곶점,경기,시흥시,경기 시흥시 월곶중앙로 90,031-404-7706
222,nene,인천남동구논현점,인천,남동구,인천 남동구 논곡로 79,032-446-7590
223,nene,경기부천시원종점,경기,부천시,경기 부천시 오정구 소사로 775번길25,032-675-5592
224,nene,인천계양구계산점,인천,계양구,인천 계양구 용마루길 20,032-556-8278
225,nene,경기부천시심곡점,경기,부천시,경기 부천시 소사구 심곡로 67번길67,032-612-9120
226,nene,인천미추홀구주안점,인천,남구,인천 남구 인주대로 489,032-424-5757
227,nene,인천미추홀구주안역점,인천,남구,인천 남구 주안로 201,032-435-5533
228,nene,경기부천시오정점,경기,부천시,경기 부천시 오정구 부천로 478번길60,032-672-9494
229,nene,인천서구가좌점,인천,서구,인천 서구 여우재로 109,032-578-9942
230,nene,경기김포시풍무점,경기,김포시,경기 김포시 양도로 18,031-982-5592
231,nene,경기김포시장기점,경기,김포시,경기 김포시 김포한강로 3로290-16,031-985-9945
232,nene,인천강화군강화1점,인천,강화군,인천 강화군 강화읍 강화대로 248번길241층,032-933-0062
233,nene,경기시흥시거모점(B),경기,시흥시,경기 시흥시 한우물로 25,031-495-4479
234,nene,인천중구월미점,인천,중구,인천 중구 월미로 223,032-777-6119
235,nene,경기시흥시시화점,경기,시흥시,경기 시흥시 중심상가로 39,031-434-9998
236,nene,인천서구신현점(B),인천,서구,인천 서구 율도로 77번길12,032-575-5592
237,nene,인천남동구논현택지점(B),인천,남동구,인천 남동구 소래역서로 10-28,032-433-4479
238,nene,경기시흥시정왕점,경기,시흥시,경기 시흥시 정왕천로 427번길6-1102호,031-432-0961
239,nene,경기시흥시은행점,경기,시흥시,경기 시흥시 은행로 167번길3,031-404-5551
240,nene,경기부천시고강점,경기,부천시,경기 부천시 오정구 역곡로 444,032-683-2511
241,nene,인천연수구동춘점,인천,연수구,인천 연수구 먼우금로 83번길49,032-813-3388
242,nene,경기부천시중동1점,경기,부천시,경기 부천시 중동로 171번길13-1,032-657-9282
243,nene,인천부평구삼산1동점,인천,부평구,인천 부평구 대보로 24번길12,032-502-4479
244,nene,인천계양구동양점,인천,계양구,인천 계양구 당미길 1길7,032-547-2592
245,nene,인천서구당하점,인천,서구,인천 서구 원당대로 675,032-566-0041
246,nene,경기시흥시오이도역점,경기,시흥시,경기 시흥시 함송로 24,031-499-7192
247,nene,경기부천시상동북부점,경기,부천시,경기 부천시 원미구 송내대로 265번길37,032-329-4555
248,nene,경기부천시중동약대점,경기,부천시,경기 부천시 원미구 도약로 67,032-682-9982
249,nene,경기김포시김포1호점,경기,김포시,경기 김포시 관순로 28,031-983-0998
250,nene,경기시흥시배곧1점,경기,시흥시,경기 시흥시 배곧4로 4로32-27,031-432-4492
251,nene,인천남동구청아안점,인천,남동구,인천 남동구 서창남순환로 108,032-467-9292
252,nene,인천서구검암점,인천,서구,인천 서구 도요지로 189번길104,032-567-4479
253,nene,인천미추홀구학익점,인천광역시,미추홀구,인천광역시 미추홀구 소성로 175-16,032-862-6565
254,nene,인천부평구부일점,인천,부평구,인천 부평구 경인로 1092번길17-1,032-362-9944
255,nene,인천연수구옥련점(B),인천,연수구,인천 연수구 한나루로 87주문빌딩301호,032-851-4479
256,nene,경기김포시마송점,경기,김포시,경기 김포시 통진읍 조강로 102,031-998-7272
257,nene,경기부천시역곡점,경기,부천시,경기 부천시 원미구 역곡로 20번길86,032-341-9992
258,nene,인천남동구구월점,인천,남동구,인천 남동구 용천로 27,032-461-9982
259,nene,인천미추홀구숭의점,인천,미추홀구,인천 미추홀구 수봉안길 13번길2,032-875-8181
260,nene,인천서구마전점,인천,서구,인천 서구 검단로 623번길17,032-564-9982
261,nene,인천남동구간석점(B),인천,남동구,인천 남동구 구월로 103,032-441-4479
262,nene,인천미추홀구용현점,인천,남구,인천 남구 아암대로 45번길83-8,032-889-4482
263,nene,인천중구운서점,인천,중구,인천 중구 영종대로 278번길50,032-747-2255
264,nene,경기부천시심곡천점,경기,부천시,경기 부천시 원미구 부흥로 430,032-666-9272
265,nene,인천연수구송도3동점,인천,연수구,인천 연수구 송도문화로 28번길28,032-812-2999
266,nene,인천연수구송도신도시점,인천,연수구,인천 연수구 해돋이로 107,032-835-7441
267,nene,인천계양구계양점,인천,계양구,인천 계양구 임학서로 18,032-544-8292
268,nene,인천서구석남점,인천,서구,인천 서구 면개포로 13-1,032-572-5454
269,nene,인천계양구계산중앙점(B),인천,계양구,인천 계양구 게양대로 194번길18,032-554-9222
270,nene,인천옹진군영흥점,인천시,옹진군,인천시 옹진군 영흥면 영흥로 434,032-880-9651
271,nene,인천부평구부평롯데점,인천,부평구,인천 부평구 경원대로 1367번길12,032-501-9233
272,nene,경기부천시소사점,경기,부천시,경기 부천시 소사구 은성로 68번길23||,032-351-9989
273,nene,경기부천시상동점,경기,부천시,경기 부천시 원미구 조마루로 105번길8-8,032-324-9282
274,nene,인천서구청라1호점,인천,서구,인천 서구 청라라임로 138번길4-9,032-572-7000
275,nene,인천남동구만수1점,인천,남동구,인천 남동구 하촌로 48,032-471-4492
276,nene,경기시흥시신천점(B),경기,시흥시,경기 시흥시 신천로 100번안길10,031-315-9922
277,nene,인천계양구효성점(B),인천,계양구,인천 계양구 새벌로 130,032-544-1345
278,nene,인천연수구연수2동3동점,인천,연수구,인천 연수구 샘말로 87번길1,032-812-4492
279,nene,경기시흥시장현점,경기도,시흥시,경기도 시흥시 장현서3길 3길2,031-311-4479
280,nene,인천미추홀구문학관교점,인천,남구,인천 남구 매소홀로 576번길5-9,032-428-8892
281,nene,인천미추홀구주안2점,인천,남구,인천 남구 인주대로 319번길38,032-865-4492
282,nene,인천동구송림점,인천,동구,인천 동구 동산로 89,032-763-7979
283,nene,인천옹진군백령점,인천,옹진군,인천 옹진군 백령면 백령로 272-1,032-836-2200
284,nene,경기양평군양평점,경기,양평군,경기 양평군 양평읍 양근로 120,031-775-3372
285,nene,경기남양주시사능점,경기,남양주시,경기 남양주시 진건읍 진건오남로 86번길36,031-575-8123
286,nene,경기남양주시덕소점(B),경기,남양주시,경기 남양주시 와부읍 덕소로 284번길10-7,031-577-9005
287,nene,경기가평군청평점,경기,가평군,경기 가평군 청평면 잠곡로 3,031-584-7679
288,nene,경기이천시갈산점,경기,이천시,경기 이천시 영창로 314번길51,031-634-4402
289,nene,경기여주시여주점,경기,여주시,경기 여주시 여흥로 157,031-885-8886
290,nene,경기가평군현리점,경기,가평군,경기 가평군 하면 현창로 38번길2,031-585-9929
291,nene,경기남양주시호평점,경기도,남양주시,경기도 남양주시 천마산로 16번길2,031-559-6054
292,nene,경기광주시태전점,경기,광주시,경기 광주시 태봉로 20,031-767-9200
293,nene,경기여주시가남점,경기,여주군,경기 여주군 가남면 경충대로 1162-20,031-883-8583
294,nene,경기남양주시수동점,경기,남양주시,경기 남양주시 수동면 비룡로 788,031-511-2230
295,nene,경기하남시덕풍점,경기,하남시,경기 하남시 신평로 855번길56,031-795-1140
